x0_right,y0_right,z0_right,x1_right,y1_right,z1_right,x2_right,y2_right,z2_right,x3_right,y3_right,z3_right,x4_right,y4_right,z4_right,x5_right,y5_right,z5_right,x6_right,y6_right,z6_right,x7_right,y7_right,z7_right,x8_right,y8_right,z8_right,x9_right,y9_right,z9_right,x10_right,y10_right,z10_right,x11_right,y11_right,z11_right,x12_right,y12_right,z12_right,x13_right,y13_right,z13_right,x14_right,y14_right,z14_right,x15_right,y15_right,z15_right,x16_right,y16_right,z16_right,x17_right,y17_right,z17_right,x18_right,y18_right,z18_right,x19_right,y19_right,z19_right,x20_right,y20_right,z20_right,label
0.3358964323997497,0.7010917067527771,3.617168786718139e-08,0.3900406062602997,0.6878056526184082,-0.0387649871408939,0.4373157918453216,0.6254521608352661,-0.052124410867691,0.4747032821178436,0.5761768221855164,-0.0601919256150722,0.5069912672042847,0.5524630546569824,-0.0641108900308609,0.402542382478714,0.4921528100967407,-0.028845377266407,0.4123446643352508,0.3967615067958832,-0.0538577809929847,0.4185463786125183,0.3377602994441986,-0.0622451193630695,0.4245985746383667,0.2777579128742218,-0.0654312074184417,0.3697850108146667,0.4985581040382385,-0.0206264555454254,0.3748465478420257,0.4651398062705993,-0.0477460213005542,0.3730372190475464,0.5557016134262085,-0.0415549874305725,0.3743885457515716,0.5578859448432922,-0.0294120442122221,0.3379201889038086,0.5059900283813477,-0.0190797504037618,0.339451789855957,0.4889005124568939,-0.0538532063364982,0.3441315293312073,0.5754818916320801,-0.0412916019558906,0.3480523824691772,0.5667628645896912,-0.0234692357480525,0.3066383004188537,0.5175715088844299,-0.0209227483719587,0.3071580827236175,0.4933937489986419,-0.0408877730369567,0.3177423179149627,0.5546154379844666,-0.0297444332391023,0.3181879222393036,0.5693619251251221,-0.0162182338535785,Up
0.3419554829597473,0.7154895067214966,3.1817592116567546e-08,0.3960738182067871,0.7038153409957886,-0.0370135642588138,0.4441286325454712,0.6424687504768372,-0.0498861744999885,0.4815950393676758,0.5946051478385925,-0.0582066662609577,0.5141966938972473,0.5709700584411621,-0.0628849044442176,0.4097245335578918,0.5105184316635132,-0.0266796108335256,0.4187039732933044,0.413486510515213,-0.0501314774155616,0.4238471388816833,0.3545107245445251,-0.057713259011507,0.429574579000473,0.296166718006134,-0.0608587861061096,0.3778681457042694,0.5144441723823547,-0.0194581374526023,0.3819827437400818,0.4827637076377868,-0.046511948108673,0.3802553713321686,0.5731932520866394,-0.0410700179636478,0.3835601806640625,0.5795117616653442,-0.0297088585793972,0.3461388945579529,0.5214663147926331,-0.0186337884515523,0.3470133244991302,0.5052762627601624,-0.0534180738031864,0.3509811162948608,0.5916444063186646,-0.0410688146948814,0.3559857308864593,0.5878596305847168,-0.0234687756747007,0.3143024444580078,0.5335960388183594,-0.0210645981132984,0.314421683549881,0.5079964399337769,-0.0417904816567897,0.3236338496208191,0.5695434212684631,-0.031075170263648,0.324660986661911,0.5870547294616699,-0.0177997611463069,Up
0.3513906002044678,0.7152783274650574,5.5326310643977195e-08,0.405645877122879,0.7044956684112549,-0.0350420959293842,0.4552595615386963,0.6448361873626709,-0.0486903376877307,0.4926548600196838,0.5984305739402771,-0.058507464826107,0.5260847210884094,0.5759642124176025,-0.0655231326818466,0.4205372333526611,0.5118352174758911,-0.0273886304348707,0.4297581613063812,0.414462000131607,-0.0492476262152195,0.4348095059394836,0.3558924198150635,-0.0569877587258815,0.4402643740177154,0.298966497182846,-0.0610130280256271,0.3880140483379364,0.5137813091278076,-0.0209724940359592,0.3921107649803161,0.4869186282157898,-0.0484328530728817,0.3901045620441437,0.5742396116256714,-0.0453895442187786,0.3925323188304901,0.5842344164848328,-0.0359987057745456,0.3560992777347564,0.521185576915741,-0.0200098250061273,0.3572127223014831,0.509156346321106,-0.0534532181918621,0.3610210418701172,0.5912715196609497,-0.0424413941800594,0.3656724393367767,0.5910024046897888,-0.0263766217976808,0.3242667615413666,0.5325950980186462,-0.0220769718289375,0.3261245787143707,0.511875331401825,-0.0428010709583759,0.3351507484912872,0.5716203451156616,-0.0331797190010547,0.3372622430324554,0.5886057019233704,-0.0207299906760454,Up
0.3545915484428406,0.7174515128135681,5.8402036984261953e-08,0.4073981046676636,0.7071815133094788,-0.0368930101394653,0.4562609195709228,0.6477643847465515,-0.0513362362980842,0.4948524534702301,0.6006375551223755,-0.0616809837520122,0.5280352830886841,0.5785800218582153,-0.0686096996068954,0.424356073141098,0.5143337249755859,-0.0279692970216274,0.4334543645381927,0.4165175557136535,-0.0517623275518417,0.4384628236293793,0.3570715188980102,-0.0592425502836704,0.4441564679145813,0.2995994091033935,-0.0622588284313678,0.391750305891037,0.5171676278114319,-0.0210896953940391,0.3959357738494873,0.4871165752410888,-0.0495435744524002,0.3937341570854187,0.5761153101921082,-0.0446504987776279,0.3973166644573211,0.5823074579238892,-0.0333623625338077,0.3596979081630707,0.5235279202461243,-0.0203371755778789,0.3602615892887115,0.5101191997528076,-0.055216658860445,0.364046573638916,0.5941096544265747,-0.0426096320152282,0.36975958943367,0.5913209915161133,-0.0248742830008268,0.3276219069957733,0.5343172550201416,-0.0228770654648542,0.3285572528839111,0.5129109025001526,-0.043523970991373,0.3370034396648407,0.5732618570327759,-0.0328731797635555,0.3383446335792541,0.589710533618927,-0.0195414461195468,Up
0.3578383922576904,0.7172777056694031,3.3008145550184054e-08,0.4121198952198028,0.7079668641090393,-0.0377852730453014,0.4615703225135803,0.6485479474067688,-0.0511878542602062,0.5010462403297424,0.6017063856124878,-0.0596883855760097,0.5351883769035339,0.5807614922523499,-0.0646348819136619,0.4301595389842987,0.5163518190383911,-0.0282867886126041,0.4403894245624542,0.4197079539299011,-0.051789928227663,0.4463001191616058,0.36025470495224,-0.0599213615059852,0.452412486076355,0.3015966117382049,-0.0636026188731193,0.3977757096290588,0.5190591812133789,-0.0206649489700794,0.4031578600406647,0.4881379306316376,-0.0475289858877658,0.3991744816303253,0.5789967179298401,-0.042548581957817,0.3998460173606872,0.5854212641716003,-0.0316936783492565,0.3655828833580017,0.5251048803329468,-0.0193165261298418,0.36817467212677,0.5082242488861084,-0.0537149608135223,0.3706772029399872,0.5945092439651489,-0.0417529828846454,0.373591661453247,0.5902802348136902,-0.0246723908931016,0.3331404626369476,0.535961389541626,-0.0212409440428018,0.3353148400783539,0.5108537673950195,-0.0417497642338275,0.3442612886428833,0.572287917137146,-0.0311332568526268,0.3437471091747284,0.5886523723602295,-0.0180919915437698,Up
0.3537026345729828,0.7108584642410278,5.0805205376036624e-08,0.4075718820095062,0.7004117369651794,-0.0356417261064052,0.4584148228168487,0.642493486404419,-0.0488582476973533,0.4969156086444855,0.5991207957267761,-0.0577539466321468,0.5295527577400208,0.5811474919319153,-0.0636366978287696,0.4256526827812195,0.5112828612327576,-0.0284341406077146,0.4365685880184173,0.4140267670154571,-0.0499431677162647,0.4435391128063202,0.3550662100315094,-0.0565943196415901,0.4495863318443298,0.2979884743690491,-0.059685505926609,0.3927197158336639,0.5127381086349487,-0.0221747178584337,0.3999238610267639,0.4808213710784912,-0.0479617156088352,0.3961154222488403,0.5711343884468079,-0.0424030981957912,0.3950362801551819,0.5811280608177185,-0.031244121491909,0.360567957162857,0.5192508101463318,-0.021694853901863,0.3641453385353088,0.505016028881073,-0.0551044605672359,0.3675619065761566,0.5906486511230469,-0.0434048548340797,0.3693626821041107,0.5891571640968323,-0.026743022724986,0.328608900308609,0.5313636064529419,-0.0242602992802858,0.3327535688877105,0.505538821220398,-0.0446765385568141,0.3421774506568908,0.5667368769645691,-0.0344222150743007,0.340818703174591,0.5837686061859131,-0.0218206085264682,Up
0.3402997851371765,0.7019093632698059,5.6588195462836666e-08,0.3949190676212311,0.688657283782959,-0.034208595752716,0.4447149634361267,0.6344050168991089,-0.0469007603824138,0.483322411775589,0.5940677523612976,-0.0558390989899635,0.5166335105895996,0.5763108730316162,-0.0620073974132537,0.4126414656639099,0.5065572261810303,-0.0260059721767902,0.42316335439682,0.4094222486019134,-0.0472894608974456,0.4292609691619873,0.3501112759113312,-0.0551152341067791,0.4353199601173401,0.2923462390899658,-0.0593396946787834,0.380591869354248,0.5068010687828064,-0.0200643725693225,0.3835714757442474,0.4753100872039795,-0.04798199608922,0.3799471855163574,0.5616042017936707,-0.0457534976303577,0.3820697069168091,0.5771571397781372,-0.036650538444519,0.3487424552440643,0.5122445821762085,-0.0195735245943069,0.3478752970695495,0.4967122375965118,-0.0537806935608387,0.351353645324707,0.5794501900672913,-0.0438979379832744,0.3572002053260803,0.5834640860557556,-0.0281404182314872,0.3174353837966919,0.5217264890670776,-0.0220223888754844,0.3173344433307647,0.4973721504211426,-0.0433264560997486,0.3251703977584839,0.5576165914535522,-0.0344833359122276,0.3271882236003876,0.5775306820869446,-0.0224984996020793,Up
0.3363734781742096,0.7038028240203857,5.9369135385622946e-08,0.3915071487426758,0.6927217245101929,-0.0357852615416049,0.4413525760173797,0.6393102407455444,-0.0487187802791595,0.4792996644973755,0.5978118777275085,-0.0573246255517005,0.5109776854515076,0.5776995420455933,-0.0628454461693763,0.4070172011852264,0.5073577761650085,-0.0256539713591337,0.418018639087677,0.4123809337615967,-0.0465377904474735,0.4240229725837707,0.3510076701641083,-0.053796824067831,0.4299268126487732,0.2937932014465332,-0.0573725998401641,0.3743971884250641,0.5080350637435913,-0.018636267632246,0.3809302151203155,0.4768525063991546,-0.044211208820343,0.376186341047287,0.5631152391433716,-0.0399253070354461,0.37701216340065,0.5753253102302551,-0.029578061774373,0.3423474729061126,0.5132668614387512,-0.0175112672150135,0.345591276884079,0.4999956786632538,-0.0502942614257335,0.3478801250457763,0.5823087096214294,-0.0397061295807361,0.3515023589134216,0.5823274254798889,-0.0237873662263155,0.3105707168579101,0.5228149890899658,-0.0195075199007987,0.3130303025245666,0.500259280204773,-0.0396426767110824,0.3205909729003906,0.5599811673164368,-0.0304249189794063,0.3206530809402466,0.5769640207290649,-0.0185403954237699,Up
0.3311336040496826,0.7245693206787109,1.3227584361175104e-08,0.3853826224803924,0.7141243815422058,-0.0331031791865825,0.4348537921905517,0.6592930555343628,-0.0457652732729911,0.474126249551773,0.6166466474533081,-0.0549312829971313,0.5062645077705383,0.600093424320221,-0.0611848756670951,0.4005508124828338,0.5274198055267334,-0.0253572221845388,0.41087806224823,0.4303561747074127,-0.0472917072474956,0.4161040186882019,0.3699257969856262,-0.0548211485147476,0.4213444888591766,0.3135119974613189,-0.0583072751760482,0.3677302300930023,0.5292850732803345,-0.0202114935964345,0.3726020157337188,0.4955527782440185,-0.046678002923727,0.3673312366008758,0.5841715931892395,-0.0419672131538391,0.3679218292236328,0.5976120233535767,-0.0312803946435451,0.3354539573192596,0.5352745056152344,-0.0206604078412055,0.3371374905109405,0.5153277516365051,-0.0539179518818855,0.3394400179386139,0.6007805466651917,-0.0415816009044647,0.3428153991699219,0.6060891151428223,-0.0243157260119915,0.3036509752273559,0.547106146812439,-0.0240796711295843,0.3045021593570709,0.5170245170593262,-0.0437097176909446,0.3125581443309784,0.5779649019241333,-0.0325745865702629,0.313132494688034,0.5998227596282959,-0.0191422570496797,Up
0.3437800109386444,0.746026337146759,2.7365375743215736e-08,0.3967397809028625,0.7369222044944763,-0.0289068948477506,0.4479160606861114,0.6840111613273621,-0.0430348813533782,0.4868245720863342,0.6426875591278076,-0.0555264241993427,0.5203953385353088,0.627143919467926,-0.0662537887692451,0.4141281843185425,0.5525057911872864,-0.0249204542487859,0.4241771399974823,0.4547418057918548,-0.0464184880256652,0.429471492767334,0.3962711691856384,-0.0547887459397316,0.4343914687633514,0.3398476839065552,-0.0597841031849384,0.3814761936664581,0.5512219071388245,-0.0219959858804941,0.3882263898849487,0.5271844863891602,-0.0497432313859462,0.3846865892410278,0.6133989691734314,-0.0479472316801548,0.3844099342823028,0.6231380701065063,-0.0401302650570869,0.3496359884738922,0.5572863817214966,-0.0234829261898994,0.354391872882843,0.542978823184967,-0.0552474111318588,0.3566074073314667,0.6230285167694092,-0.043036863207817,0.3590724766254425,0.62640780210495,-0.027185009792447,0.3169049322605133,0.5667514204978943,-0.0276176929473876,0.3218510150909424,0.5432713627815247,-0.0469540990889072,0.3297729790210724,0.6022359728813171,-0.0361639745533466,0.3312409520149231,0.6218889355659485,-0.0234334245324134,Up
