dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,dist_8,dist_9,dist_10,dist_11,dist_12,dist_13,dist_14,angle_1,angle_2,label
0.2355294664774506,0.4374480754501977,0.15117739085880255,0.13690438883910327,0.13390055631842893,0.28679821120110294,0.1371747038479918,0.16467482414684612,0.1955146577849855,0.2868625828053454,0.3019006272238099,0.3142897447768752,0.02842024231182332,0.05885817562901938,0.030841824345557153,4.104500131870635,36.9945260060316,Up
0.23346824384725326,0.43268060142106307,0.14527049318510535,0.1305259287064645,0.1308106426921557,0.28754457636925246,0.13505372746769612,0.16391948533096487,0.19548701006775418,0.28874219747972596,0.303146972103277,0.3122127106580174,0.029478395999275018,0.06056267843276354,0.03184376221922267,6.334418954592521,38.076955627300386,Up
0.23285134032171903,0.4300426537505827,0.14198964193662983,0.12784445630041594,0.12913287476573967,0.29002277024506146,0.13702675727163394,0.16580318657367404,0.19447406265841097,0.2903133672309322,0.30339513613312324,0.310037144562286,0.02932308460610974,0.05750672200590851,0.02906489086895821,8.391056349404641,39.270774000600575,Up
0.23254100494773963,0.43185463337184726,0.14561044688200042,0.12945157677870678,0.13024434884922048,0.2913866357483735,0.1354386422231826,0.1647006805556848,0.19625015746149976,0.28801530132473063,0.3033710292861415,0.31174570342612323,0.030210654839567752,0.06102068244587351,0.031905049368020875,7.291689783978583,39.19022269617878,Up
0.23295357006614142,0.43102242215433356,0.14196919761294602,0.1303274782816661,0.1306535953589004,0.29118026063195757,0.13937141261118158,0.16673663542496722,0.19717572270052144,0.2904097922721071,0.301772297066566,0.3102908168853416,0.027607956776211973,0.0578146473113675,0.030604720101142967,6.497436259140642,39.362155875550314,Up
0.22759138369442175,0.42803934120790554,0.1396948321593222,0.12558517240226244,0.1295915463385503,0.2942605485197537,0.1383617075680262,0.16457873022687824,0.19332873277704266,0.28974582982706526,0.303809557214589,0.3081143152189225,0.02727379743387848,0.05509374492714778,0.029462271654269373,6.672717974698589,40.37682390786353,Up
0.22519655377866019,0.42460804563931537,0.13656906585257114,0.12290969945432266,0.12707538868470092,0.29538944371439496,0.13693466954374953,0.16314753924812184,0.19352508287767298,0.29063316470656086,0.3030275429090207,0.30721313875605716,0.027031311968905198,0.05667801115304809,0.03110877007503315,9.228661241913011,41.26439848706343,Up
0.22436181602522914,0.42444285718952673,0.13795955761384193,0.12470363707387587,0.1291470532900218,0.2952998582142865,0.13805476065517144,0.1642538604975515,0.19541477322747564,0.28780692265397656,0.3008826370848205,0.3059973879536947,0.027079732234201796,0.0574531254706365,0.03174861830993826,6.531609958043898,41.20691227744938,Up
0.22340249067856752,0.42485981992857796,0.1358307504659237,0.1215124628004252,0.12748400269650614,0.29891236912676655,0.14155964129503,0.16766303589958867,0.19765533009986228,0.2903399000238081,0.3048337467092706,0.308573470765018,0.027398914657199867,0.05616131157636659,0.030775100503805306,6.576428920649403,42.002193904061464,Up
0.2229698888362322,0.4204351042703278,0.13550925140734996,0.12361828213335845,0.12695057754013558,0.29996274671206474,0.138529836100746,0.16598788249236682,0.19401180476736066,0.28833638350987467,0.2980811178329831,0.302503997629063,0.028640138647037336,0.05574303091827472,0.028444477652200893,10.629168403532644,43.27575270600948,Up
0.21378221346711776,0.41622591082568083,0.1306521232491977,0.11347380905608413,0.12826089141026545,0.30456102379578043,0.13812304927458166,0.16491456539068952,0.19037728056741327,0.2940658987290232,0.3062401001801302,0.2977855117646031,0.03217566825140729,0.05719714220954551,0.03055530621311823,17.303679212004457,44.84028022679911,Up
0.21131090746326656,0.4200015613389199,0.13365575114220354,0.11829587407909922,0.1281646632756307,0.31045406000351744,0.1349246414449698,0.16163120454471028,0.18866247062433858,0.29515784790363697,0.3045838846554044,0.3010234397671918,0.03273596506499478,0.0588850272740278,0.02935174305445897,17.37735135173672,45.382570406275036,Up
0.20751524343937125,0.41508246285386896,0.12423771675169132,0.11182372607900425,0.12478450925291121,0.32143753060824093,0.14347176480447738,0.16915671997162415,0.1920323748374077,0.29798091394671034,0.3071360967279656,0.29934258364277316,0.028626054300247856,0.051069086111336745,0.02627541365923301,16.411195659286836,49.43335028187973,Up
0.21829519037758702,0.4177881574035225,0.12912072701623512,0.1222382119559005,0.13319201320559107,0.3147847013378814,0.14460720424455298,0.17392086214154875,0.2013820698022166,0.29232670048833487,0.2977817596085864,0.29495859684647485,0.02953682889831813,0.05722748845094238,0.02889060510459684,11.393193292830922,47.55062638430998,Up
